ID,Title,Category,CaseType,Difficulty,RiskLevel,Duration(Days),Background,Solution,Outcome,Phase_Details
4160,"[설계도면 유출 차단] 경기 판교 144호 사건 해결","","","하","",,"회사의 차세대 프로젝트 리더가 경쟁사의 임원급으로 스카우트 제의를 받고 이직을 준비 중이라는 소문이 돔. 단순 이직이 아닌 프로젝트 핵심 소스코드와 인력을 통째로 빼가려는 정황 포착.","업무용 메신저 및 이메일 대화 내용을 키워드 분석하여 포섭 정황 포착. 경쟁사 인사 담당자와의 미팅 현장 채증 및 전직 금지 약정 위반 사실 내용증명 발송.","법원으로부터 전직 금지 가처분 신청 인용 결정. 핵심 인력 3명의 잔류 설득 성공 및 프로젝트 정상화. 경쟁사에 대한 강력한 경고 조치 완료.","[Phase 1] 보안 로그 정밀 분석 (3days)
침해 사고의 흔적을 샅샅이 뒤져 유출 경로와 시점을 특정하고 용의자를 압축하는 초기 분석 단계입니다.
  - [Task] VPN 우회 및 비인가 IP 접속 기록 추적
  - [Task] 대용량 압축 파일 생성 및 전송 로그 전수 조사
  - [Task] 물리적 출입 통제 시스템(Gate) 기록 대조
  - [File] 이상 징후 분석 보고서
  - [File] 데이터 유출 의심 리스트

[Phase 1] 용의자 밀착 감시 (8days)
용의자의 오프라인 동선을 추적하여 실제 경쟁사나 브로커와 접촉하는 결정적인 장면을 포착합니다.
  - [Task] 퇴근 후 주요 동선 잠복 및 채증
  - [Task] 경쟁사 관계자/브로커와의 비밀 회동 포착
  - [Task] SNS 및 커뮤니티 활동 모니터링
  - [File] 동선 및 접촉자 보고서
  - [File] 통신 내역 분석

[Phase 1] 유출 경로 차단/검거 (5days)
확인된 모든 유출 경로를 기술적/물리적으로 차단하고, 수사기관과 협력하여 용의자를 제압합니다.
  - [Task] 계정 접근 권한 즉시 동결 및 원격 로그아웃
  - [Task] 유출 파일 원격 삭제 명령 실행
  - [Task] 수사 기관 공조 하에 현장 압수수색
  - [File] 네트워크 차단 조치 결과
  - [File] 피의자 검거 현황

[Phase 1] 피해 복구 및 보안 강화 (11days)
사건 종결 후, 무너진 보안 체계를 재건하고 피해 규모를 산정하여 법적 배상을 청구합니다.
  - [Task] 유출 시도 기술의 경제적 가치 산정
  - [Task] 보안 취약점 패치 및 DLP 정책 강화
  - [Task] 전 임직원 대상 보안 서약서 갱신 및 교육
  - [File] 피해 가치 평가서
  - [File] 재발 방지 마스터플랜"
4161,"[설계도면 유출 차단] 제주 제주시 145호 사건 해결","","","중","",,"협력업체 직원이 유지보수 권한을 악용하여 주력 제품의 설계 도면 전체를 다운로드 받은 로그가 발견됨. 해당 직원은 이미 퇴사 후 잠적하였으며, 브로커를 통해 제3국 기업에 매각을 시도 중인 첩보 입수.","퇴사자의 SNS 및 지인 탐문을 통해 은신처를 파악하고, 위장 거래를 시도하여 매각 현장을 덮치는 함정 수사 기법 활용(사법기관 공조). 도면 파일의 디지털 워터마크를 추적.","매각 현장에서 브로커와 주범 동시 검거. 유출된 도면 전량 폐기 및 산업기술보호법 위반으로 구속 수사 진행. 협력업체 보안 감사 강화.","[Phase 1] 보안 로그 정밀 분석 (4days)
침해 사고의 흔적을 샅샅이 뒤져 유출 경로와 시점을 특정하고 용의자를 압축하는 초기 분석 단계입니다.
  - [Task] VPN 우회 및 비인가 IP 접속 기록 추적
  - [Task] 대용량 압축 파일 생성 및 전송 로그 전수 조사
  - [Task] 물리적 출입 통제 시스템(Gate) 기록 대조
  - [File] 이상 징후 분석 보고서
  - [File] 데이터 유출 의심 리스트

[Phase 1] 용의자 밀착 감시 (8days)
용의자의 오프라인 동선을 추적하여 실제 경쟁사나 브로커와 접촉하는 결정적인 장면을 포착합니다.
  - [Task] 퇴근 후 주요 동선 잠복 및 채증
  - [Task] 경쟁사 관계자/브로커와의 비밀 회동 포착
  - [Task] SNS 및 커뮤니티 활동 모니터링
  - [File] 동선 및 접촉자 보고서
  - [File] 통신 내역 분석

[Phase 1] 유출 경로 차단/검거 (6days)
확인된 모든 유출 경로를 기술적/물리적으로 차단하고, 수사기관과 협력하여 용의자를 제압합니다.
  - [Task] 계정 접근 권한 즉시 동결 및 원격 로그아웃
  - [Task] 유출 파일 원격 삭제 명령 실행
  - [Task] 수사 기관 공조 하에 현장 압수수색
  - [File] 네트워크 차단 조치 결과
  - [File] 피의자 검거 현황

[Phase 1] 피해 복구 및 보안 강화 (10days)
사건 종결 후, 무너진 보안 체계를 재건하고 피해 규모를 산정하여 법적 배상을 청구합니다.
  - [Task] 유출 시도 기술의 경제적 가치 산정
  - [Task] 보안 취약점 패치 및 DLP 정책 강화
  - [Task] 전 임직원 대상 보안 서약서 갱신 및 교육
  - [File] 피해 가치 평가서
  - [File] 재발 방지 마스터플랜"
4162,"[비자금 조성 추적] 제주 제주시 146호 사건 해결","","","중","",,"사내 익명 게시판을 통해 회계팀장의 자금 유용 의혹이 제기됨. 재무제표 상 특정 거래처와의 반복적 현금 흐름이 이상 징후로 포착되었으나, 증빙 서류는 완벽하게 조작되어 있어 통상적인 감사로는 적발이 불가능한 상황.","디지털 포렌식 전문가를 투입하여 삭제된 이면 장부 파일을 복원하고, 법인카드 사용 시간대와 개인 휴대폰 기지국 위치 정보를 대조분석함. 또한 거래처 대표와의 사적인 관계를 입증하기 위해 SNS 분석 및 평판 조회를 병행함.","총 35억 원 규모의 횡령 사실을 입증하 고, 은닉된 차명 계좌 3개를 찾아내어 전액 환수 조치를 위한 가압류 신청 완료. 관련자 3명 전원 형사 고발 및 징계 해고.","[Phase 1] 비밀 감사 착수 (5days)
대상자 몰래 회계 시스템과 보안 기록을 교차 분석하여 횡령의 초기 증거를 확보하는 은밀한 감사 단계입니다.
  - [Task] ERP 접속 기록 및 회계 데이터 전수 조사
  - [Task] 심야/휴일 시간대 법인카드 사용처 정밀 타기팅
  - [Task] 주말 출근자 보안 로그 및 CCTV 대조
  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
확보된 기기에서 삭제된 자료를 복원하고 법적 효력이 있는 형태의 디지털 증거로 가공하여 혐의를 입증합니다.
  - [Task] 업무용 PC 및 저장매체 디스크 이미징
  - [Task] 안티 포렌식으로 삭제된 이메일 아카이브 복원
  - [Task] 사내 메신저 은어/암호 키워드 검색
  - [File] 서버 포렌식 결과보고서
  - [File] 이메일 복구 데이터

[Phase 1] 자금 흐름 추적 (16days)
빼돌린 자금이 어디로 흘러들어갔는지 끝까지 추적하여 환수 대상을 특정하고 자산을 동결합니다.
  - [Task] 차명 계좌 연결 고리 및 자금 세탁 경로 시각화
  - [Task] 은닉 부동산 등기부 열람 및 실소유주 추적
  - [Task] 가족 명의 분산 자산 조사
  - [File] 자금 추적 도표
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
수집된 모든 증거를 법리적으로 재구성하여 형사 고소 및 민사 소송을 완벽하게 준비하는 마무리 단계입니다.
  - [Task] 법무팀과 증거 목록 교차 검증
  - [Task] 고소장 작성을 위한 사실 관계 논리 구성
  - [Task] 부동산 및 계좌 가압류 신청 서류 준비
  - [File] 소송 증거 자료집
  - [File] 피해 규모 산정 보고서"
4163,"[비자금 조성 추적] 인천 송도 147호 사건 해결","","","하","",,"퇴사한 전직 임원이 경쟁사로 이직하면서 회사의 기밀 영업 리스트와 입찰 예정 단가표를 빼돌린 정황이 포착됨. 이로 인해 최근 3건의 대형 입찰에서 연이어 탈락하며 막대한 손실 발생.","퇴사 전 3개월간의 PC 로그 및 문서 출력 기록을 전수 조사하고, 개인 클라우드 업로드 패턴을 분석. 경쟁사 이직 후 영업 활동 동선과 내부정보 활용 정황을 교차 검증.","영업비밀 부정경쟁방지법 위반 증거를 확보하여 형사 입건 성공. 경쟁사에 경고장 발송 및 손해배상 청구, 재발 방지를 위한 보안 서약서 갱신.","[Phase 1] 비밀 감사 착수 (5days)
대상자 몰래 회계 시스템과 보안 기록을 교차 분석하여 횡령의 초기 증거를 확보하는 은밀한 감사 단계입니다.
  - [Task] ERP 접속 기록 및 회계 데이터 전수 조사
  - [Task] 심야/휴일 시간대 법인카드 사용처 정밀 타기팅
  - [Task] 주말 출근자 보안 로그 및 CCTV 대조
  - [File] 이상 거래 리스트
  - [File] 법인카드 분석표

[Phase 1] 디지털 증거 수집 (10days)
확보된 기기에서 삭제된 자료를 복원하고 법적 효력이 있는 형태의 디지털 증거로 가공하여 혐의를 입증합니다.
  - [Task] 업무용 PC 및 저장매체 디스크 이미징
  - [Task] 안티 포렌식으로 삭제된 이메일 아카이브 복원
  - [Task] 사내 메신저 은어/암호 키워드 검색
  - [File] 서버 포렌식 결과보고서
  - [File] 이메일 복구 데이터

[Phase 1] 자금 흐름 추적 (16days)
빼돌린 자금이 어디로 흘러들어갔는지 끝까지 추적하여 환수 대상을 특정하고 자산을 동결합니다.
  - [Task] 차명 계좌 연결 고리 및 자금 세탁 경로 시각화
  - [Task] 은닉 부동산 등기부 열람 및 실소유주 추적
  - [Task] 가족 명의 분산 자산 조사
  - [File] 자금 추적 도표
  - [File] 은닉 재산 목록

[Phase 1] 법적 대응 준비 (8days)
수집된 모든 증거를 법리적으로 재구성하여 형사 고소 및 민사 소송을 완벽하게 준비하는 마무리 단계입니다.
  - [Task] 법무팀과 증거 목록 교차 검증
  - [Task] 고소장 작성을 위한 사실 관계 논리 구성
  - [Task] 부동산 및 계좌 가압류 신청 서류 준비
  - [File] 소송 증거 자료집
  - [File] 피해 규모 산정 보고서"
4164,"[양육권 분쟁 조사] 제주 제주시 148호 사건 해결","","","중","",,"배우자의 세컨드 폰 존재를 우연히 알게 됨. 잠김 패턴을 풀 수 없어 내용은 확인하지 못했으나, 새벽 시간대 잦은 알림과 베란다 통화가 반복되어 의뢰.","통신 패턴 분석 및 주요 데이트 장소로 추정되는 핫플레이스 잠복. 주말 쇼핑몰 데이트 현장에서 자연스러운 스킨십 장면과 상간자의 차량 번호를 확보.","상간자의 주소지, 직장, 연락처를 모두 특정하여 위자료 청구 소송 제기. 배우자가 꼼짝 못 할 증거를 제시하여 협의 이혼을 유리하게 이끌어냄.","[Phase 1] 기초 정보 수집 (3days)
조사의 기초가 되는 단계로, 의뢰인의 진술과 기초 자료를 바탕으로 대상자의 허점을 파고들 전략을 수립합니다.
  - [Task] SNS 및 메신저 프로필 변동 이력 분석
  - [Task] 차량 블랙박스 음성/영상 정밀 복원
  - [Task] 평소 생활 패턴 및 타임라인 도식화
  - [File] 대상자 생활 리포트
  - [File] 의심 동선 지도

[Phase 1] 현장 잠복 및 채증 (7days)
가장 중요한 실행 단계로, 법적 효력이 있는 부정행위의 결정적 증거를 현장에서 직접 확보합니다.
  - [Task] 24시간 밀착 동행 감시 (2인 1조)
  - [Task] 모텔/호텔 등 숙박업소 진출입 장면 촬영
  - [Task] 차량 내외부 대화 내용 녹취(법적 허용 시)
  - [File] 고화질 증거 사진/영상
  - [File] 숙박업소 출입 기록

[Phase 1] 상간자 신원 특정 (3days)
위자료 청구 소송의 피고가 될 상간자의 정확한 신원을 파악하여 소송 가능 여부를 타진합니다.
  - [Task] 채증된 차량 번호판 조회를 통한 차주 상세 파악
  - [Task] 거주지 등기부 등본 열람 및 실거주 확인
  - [Task] 근무지 방문 및 직위 파악
  - [File] 상간자 인적사항 보고서
  - [File] 재산/직업 조회 결과

[Phase 1] 결과 보고 및 자문 (3days)
모든 조사 결과를 종합하여 보고서를 작성하고, 의뢰인이 최선의 법적 판단을 내릴 수 있도록 지원합니다.
  - [Task] 일자별 행동 요약 및 증거물 체계적 정리
  - [Task] 법적 쟁점 검토 및 전문 변호사 연계
  - [Task] 의뢰인 카운슬링 및 향후 대처 가이드
  - [File] 종합 조사 보고서
  - [File] 변호사 검토 의견서"
4165,"[외도 증거 수집] 광주 상무 149호 사건 해결","","","중","",,"결혼 10년 차 배우자가 최근 잦은 주말 골프 모임과 야근을 핑계로 귀가 시간이 늦어짐. 차량 내 블랙박스 메모리가 주기적으로 교체되거나 포맷되는 등 증거 인멸 정황이 뚜렷함.","대상자의 차량에 위치 추적기(동의 하에) 또는 이동 경로 분석 기법을 적용하고, 2인 1조로 24시간 교대 잠복 감시를 수행. 골프장이 아닌 인근 리조트 출입 장면을 확보.","상간자와 리조트에 투숙하는 결정적 영상 및 사진 증거 10여 점 확보. 이혼 소송에서 유책 배우자임을 입증하여 재산 분할 7:3 및 양육권 확보 성공.","[Phase 1] 기초 정보 수집 (2days)
조사의 기초가 되는 단계로, 의뢰인의 진술과 기초 자료를 바탕으로 대상자의 허점을 파고들 전략을 수립합니다.
  - [Task] SNS 및 메신저 프로필 변동 이력 분석
  - [Task] 차량 블랙박스 음성/영상 정밀 복원
  - [Task] 평소 생활 패턴 및 타임라인 도식화
  - [File] 대상자 생활 리포트
  - [File] 의심 동선 지도

[Phase 1] 현장 잠복 및 채증 (7days)
가장 중요한 실행 단계로, 법적 효력이 있는 부정행위의 결정적 증거를 현장에서 직접 확보합니다.
  - [Task] 24시간 밀착 동행 감시 (2인 1조)
  - [Task] 모텔/호텔 등 숙박업소 진출입 장면 촬영
  - [Task] 차량 내외부 대화 내용 녹취(법적 허용 시)
  - [File] 고화질 증거 사진/영상
  - [File] 숙박업소 출입 기록

[Phase 1] 상간자 신원 특정 (3days)
위자료 청구 소송의 피고가 될 상간자의 정확한 신원을 파악하여 소송 가능 여부를 타진합니다.
  - [Task] 채증된 차량 번호판 조회를 통한 차주 상세 파악
  - [Task] 거주지 등기부 등본 열람 및 실거주 확인
  - [Task] 근무지 방문 및 직위 파악
  - [File] 상간자 인적사항 보고서
  - [File] 재산/직업 조회 결과

[Phase 1] 결과 보고 및 자문 (3days)
모든 조사 결과를 종합하여 보고서를 작성하고, 의뢰인이 최선의 법적 판단을 내릴 수 있도록 지원합니다.
  - [Task] 일자별 행동 요약 및 증거물 체계적 정리
  - [Task] 법적 쟁점 검토 및 전문 변호사 연계
  - [Task] 의뢰인 카운슬링 및 향후 대처 가이드
  - [File] 종합 조사 보고서
  - [File] 변호사 검토 의견서"
4166,"[가출 청소년 소재 파악] 서울 강남 150호 사건 해결","","","중","",,"30년 전 헤어진 친형제와 다시 만나고 싶다는 60대 의뢰인의 간절한 요청. 남아있는 것은 빛바랜 흑백 사진 한 장과 재개발로 사라진 옛 주소지뿐.","폐쇄 등기부 등본을 1970년대까지 역추적하여 당시 이웃 주민들을 수소문. 구청 및 행정복지센터의 '헤어진 가족 찾기' 서비스와 연계하여 제한적 열람 시도.","수소문 끝에 부산에 거주 중인 동생의 연락처를 확보. 조심스러운 중재 끝에 서울역에서의 눈물겨운 상봉 주선 성공.","[Phase 1] 단서 발굴 및 프로파일링 (4days)
실종/도주 발생 초기, 가능한 모든 수단을 동원하여 대상자의 흔적과 이동 방향을 과학적으로 찾아냅니다.
  - [Task] 최후 목격지 반경 CCTV 50개소 확보/분석
  - [Task] 주변인 심층 인터뷰를 통한 행선지 추론
  - [Task] 휴대폰 기지국 및 교통카드 데이터 분석 요청
  - [File] 예상 이동 경로 시뮬레이션
  - [File] 탐문 수사 기록

[Phase 1] 정밀 수색 및 추적 (10days)
분석된 경로 데이터를 바탕으로 현장에 전문 인력과 장비를 투입하여 물샐틈없는 수색/추적 작전을 펼칩니다.
  - [Task] 예상 은신처/발견 지점 현장 탐문 수색
  - [Task] 온/오프라인 전단지 배포 및 제보 접수
  - [Task] 열화상 드론 활용 광범위 지역 항공 수색
  - [File] 수색 구역 정밀 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 신병 확보 (5days)
대상자의 정확한 위치를 특정한 후, 안전하게 신병을 확보하거나 의뢰인과의 접촉을 시도합니다.
  - [Task] 은신처 잠복 및 대상자 신원 최종 확인
  - [Task] 대상자 신병 안전 확보 및 우발 상황 통제
  - [Task] 법적 테두리 내에서의 동행 요구
  - [File] 현장 확인 사진
  - [File] 대상자 상태 리포트

[Phase 1] 종결 및 사후 관리 (1days)
대상자를 가족의 품으로 돌려보내거나 의뢰 목적을 달성하게 하고, 사건을 훈훈하게 마무리합니다.
  - [Task] 가족 상봉 주선 및 귀가 동행
  - [Task] 병원 이송, 채권 회수 등 후속 조치 지원
  - [Task] 사건 종결 행정 처리 및 만족도 조사
  - [File] 인계 확인서
  - [File] 최종 종결 보고서"
4167,"[상간자 신원 파악] 대전 유성 151호 사건 해결","","","상","",,"배우자의 세컨드 폰 존재를 우연히 알게 됨. 잠김 패턴을 풀 수 없어 내용은 확인하지 못했으나, 새벽 시간대 잦은 알림과 베란다 통화가 반복되어 의뢰.","통신 패턴 분석 및 주요 데이트 장소로 추정되는 핫플레이스 잠복. 주말 쇼핑몰 데이트 현장에서 자연스러운 스킨십 장면과 상간자의 차량 번호를 확보.","상간자의 주소지, 직장, 연락처를 모두 특정하여 위자료 청구 소송 제기. 배우자가 꼼짝 못 할 증거를 제시하여 협의 이혼을 유리하게 이끌어냄.","[Phase 1] 기초 정보 수집 (2days)
조사의 기초가 되는 단계로, 의뢰인의 진술과 기초 자료를 바탕으로 대상자의 허점을 파고들 전략을 수립합니다.
  - [Task] SNS 및 메신저 프로필 변동 이력 분석
  - [Task] 차량 블랙박스 음성/영상 정밀 복원
  - [Task] 평소 생활 패턴 및 타임라인 도식화
  - [File] 대상자 생활 리포트
  - [File] 의심 동선 지도

[Phase 1] 현장 잠복 및 채증 (8days)
가장 중요한 실행 단계로, 법적 효력이 있는 부정행위의 결정적 증거를 현장에서 직접 확보합니다.
  - [Task] 24시간 밀착 동행 감시 (2인 1조)
  - [Task] 모텔/호텔 등 숙박업소 진출입 장면 촬영
  - [Task] 차량 내외부 대화 내용 녹취(법적 허용 시)
  - [File] 고화질 증거 사진/영상
  - [File] 숙박업소 출입 기록

[Phase 1] 상간자 신원 특정 (4days)
위자료 청구 소송의 피고가 될 상간자의 정확한 신원을 파악하여 소송 가능 여부를 타진합니다.
  - [Task] 채증된 차량 번호판 조회를 통한 차주 상세 파악
  - [Task] 거주지 등기부 등본 열람 및 실거주 확인
  - [Task] 근무지 방문 및 직위 파악
  - [File] 상간자 인적사항 보고서
  - [File] 재산/직업 조회 결과

[Phase 1] 결과 보고 및 자문 (2days)
모든 조사 결과를 종합하여 보고서를 작성하고, 의뢰인이 최선의 법적 판단을 내릴 수 있도록 지원합니다.
  - [Task] 일자별 행동 요약 및 증거물 체계적 정리
  - [Task] 법적 쟁점 검토 및 전문 변호사 연계
  - [Task] 의뢰인 카운슬링 및 향후 대처 가이드
  - [File] 종합 조사 보고서
  - [File] 변호사 검토 의견서"
4168,"[가출 청소년 소재 파악] 광주 상무 152호 사건 해결","","","중","",,"지인들에게 수억 원의 곗돈을 사기 치고 야반도주한 계주를 추적. 휴대폰은 대포폰으로 교체되었고, 연고지와 모든 연락을 끊고 잠적하여 경찰 수사도 답보 상태.","가족 명의의 신용카드 사용 내역이 아닌 '멤버십 포인트 적립', '주차 앱 로그인' 등 사소한 디지털 흔적을 끈질기게 추적. 배달 앱 주문 패턴을 분석하여 은신처 지역을 좁힘.","지방 소도시의 낡은 빌라에 은신 중이던 채무자를 찾아내어 채권단과 함께 현장 급습. 지불 각서 징구 및 은닉 현금 5천만 원 회수.","[Phase 1] 단서 발굴 및 프로파일링 (3days)
실종/도주 발생 초기, 가능한 모든 수단을 동원하여 대상자의 흔적과 이동 방향을 과학적으로 찾아냅니다.
  - [Task] 최후 목격지 반경 CCTV 50개소 확보/분석
  - [Task] 주변인 심층 인터뷰를 통한 행선지 추론
  - [Task] 휴대폰 기지국 및 교통카드 데이터 분석 요청
  - [File] 예상 이동 경로 시뮬레이션
  - [File] 탐문 수사 기록

[Phase 1] 정밀 수색 및 추적 (10days)
분석된 경로 데이터를 바탕으로 현장에 전문 인력과 장비를 투입하여 물샐틈없는 수색/추적 작전을 펼칩니다.
  - [Task] 예상 은신처/발견 지점 현장 탐문 수색
  - [Task] 온/오프라인 전단지 배포 및 제보 접수
  - [Task] 열화상 드론 활용 광범위 지역 항공 수색
  - [File] 수색 구역 정밀 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 신병 확보 (5days)
대상자의 정확한 위치를 특정한 후, 안전하게 신병을 확보하거나 의뢰인과의 접촉을 시도합니다.
  - [Task] 은신처 잠복 및 대상자 신원 최종 확인
  - [Task] 대상자 신병 안전 확보 및 우발 상황 통제
  - [Task] 법적 테두리 내에서의 동행 요구
  - [File] 현장 확인 사진
  - [File] 대상자 상태 리포트

[Phase 1] 종결 및 사후 관리 (1days)
대상자를 가족의 품으로 돌려보내거나 의뢰 목적을 달성하게 하고, 사건을 훈훈하게 마무리합니다.
  - [Task] 가족 상봉 주선 및 귀가 동행
  - [Task] 병원 이송, 채권 회수 등 후속 조치 지원
  - [Task] 사건 종결 행정 처리 및 만족도 조사
  - [File] 인계 확인서
  - [File] 최종 종결 보고서"
4169,"[첫사랑/은인 찾기] 세종 나성 153호 사건 해결","","","하","",,"지인들에게 수억 원의 곗돈을 사기 치고 야반도주한 계주를 추적. 휴대폰은 대포폰으로 교체되었고, 연고지와 모든 연락을 끊고 잠적하여 경찰 수사도 답보 상태.","가족 명의의 신용카드 사용 내역이 아닌 '멤버십 포인트 적립', '주차 앱 로그인' 등 사소한 디지털 흔적을 끈질기게 추적. 배달 앱 주문 패턴을 분석하여 은신처 지역을 좁힘.","지방 소도시의 낡은 빌라에 은신 중이던 채무자를 찾아내어 채권단과 함께 현장 급습. 지불 각서 징구 및 은닉 현금 5천만 원 회수.","[Phase 1] 단서 발굴 및 프로파일링 (3days)
실종/도주 발생 초기, 가능한 모든 수단을 동원하여 대상자의 흔적과 이동 방향을 과학적으로 찾아냅니다.
  - [Task] 최후 목격지 반경 CCTV 50개소 확보/분석
  - [Task] 주변인 심층 인터뷰를 통한 행선지 추론
  - [Task] 휴대폰 기지국 및 교통카드 데이터 분석 요청
  - [File] 예상 이동 경로 시뮬레이션
  - [File] 탐문 수사 기록

[Phase 1] 정밀 수색 및 추적 (11days)
분석된 경로 데이터를 바탕으로 현장에 전문 인력과 장비를 투입하여 물샐틈없는 수색/추적 작전을 펼칩니다.
  - [Task] 예상 은신처/발견 지점 현장 탐문 수색
  - [Task] 온/오프라인 전단지 배포 및 제보 접수
  - [Task] 열화상 드론 활용 광범위 지역 항공 수색
  - [File] 수색 구역 정밀 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 신병 확보 (5days)
대상자의 정확한 위치를 특정한 후, 안전하게 신병을 확보하거나 의뢰인과의 접촉을 시도합니다.
  - [Task] 은신처 잠복 및 대상자 신원 최종 확인
  - [Task] 대상자 신병 안전 확보 및 우발 상황 통제
  - [Task] 법적 테두리 내에서의 동행 요구
  - [File] 현장 확인 사진
  - [File] 대상자 상태 리포트

[Phase 1] 종결 및 사후 관리 (1days)
대상자를 가족의 품으로 돌려보내거나 의뢰 목적을 달성하게 하고, 사건을 훈훈하게 마무리합니다.
  - [Task] 가족 상봉 주선 및 귀가 동행
  - [Task] 병원 이송, 채권 회수 등 후속 조치 지원
  - [Task] 사건 종결 행정 처리 및 만족도 조사
  - [File] 인계 확인서
  - [File] 최종 종결 보고서"
4170,"[이혼 소송 자료] 대전 유성 154호 사건 해결","","","상","",,"결혼 10년 차 배우자가 최근 잦은 주말 골프 모임과 야근을 핑계로 귀가 시간이 늦어짐. 차량 내 블랙박스 메모리가 주기적으로 교체되거나 포맷되는 등 증거 인멸 정황이 뚜렷함.","대상자의 차량에 위치 추적기(동의 하에) 또는 이동 경로 분석 기법을 적용하고, 2인 1조로 24시간 교대 잠복 감시를 수행. 골프장이 아닌 인근 리조트 출입 장면을 확보.","상간자와 리조트에 투숙하는 결정적 영상 및 사진 증거 10여 점 확보. 이혼 소송에서 유책 배우자임을 입증하여 재산 분할 7:3 및 양육권 확보 성공.","[Phase 1] 기초 정보 수집 (3days)
조사의 기초가 되는 단계로, 의뢰인의 진술과 기초 자료를 바탕으로 대상자의 허점을 파고들 전략을 수립합니다.
  - [Task] SNS 및 메신저 프로필 변동 이력 분석
  - [Task] 차량 블랙박스 음성/영상 정밀 복원
  - [Task] 평소 생활 패턴 및 타임라인 도식화
  - [File] 대상자 생활 리포트
  - [File] 의심 동선 지도

[Phase 1] 현장 잠복 및 채증 (7days)
가장 중요한 실행 단계로, 법적 효력이 있는 부정행위의 결정적 증거를 현장에서 직접 확보합니다.
  - [Task] 24시간 밀착 동행 감시 (2인 1조)
  - [Task] 모텔/호텔 등 숙박업소 진출입 장면 촬영
  - [Task] 차량 내외부 대화 내용 녹취(법적 허용 시)
  - [File] 고화질 증거 사진/영상
  - [File] 숙박업소 출입 기록

[Phase 1] 상간자 신원 특정 (4days)
위자료 청구 소송의 피고가 될 상간자의 정확한 신원을 파악하여 소송 가능 여부를 타진합니다.
  - [Task] 채증된 차량 번호판 조회를 통한 차주 상세 파악
  - [Task] 거주지 등기부 등본 열람 및 실거주 확인
  - [Task] 근무지 방문 및 직위 파악
  - [File] 상간자 인적사항 보고서
  - [File] 재산/직업 조회 결과

[Phase 1] 결과 보고 및 자문 (3days)
모든 조사 결과를 종합하여 보고서를 작성하고, 의뢰인이 최선의 법적 판단을 내릴 수 있도록 지원합니다.
  - [Task] 일자별 행동 요약 및 증거물 체계적 정리
  - [Task] 법적 쟁점 검토 및 전문 변호사 연계
  - [Task] 의뢰인 카운슬링 및 향후 대처 가이드
  - [File] 종합 조사 보고서
  - [File] 변호사 검토 의견서"
4171,"[가출 청소년 소재 파악] 세종 나성 155호 사건 해결","","","중","",,"치매를 앓고 있는 70대 노부모가 산책을 나간 후 48시간째 귀가하지 않음. 경찰 신고는 마쳤으나 수색 범위가 너무 넓어 난항을 겪고 있으며, 기온 급강하로 생명이 위독한 상황.","실종 지점 반경 5km 내의 민간 CCTV와 차량 블랙박스 영상을 전수 확보하여 분석. 드론 수색팀을 투입하여 사람이 접근하기 힘든 야산과 하천변을 정밀 수색.","실종 72시간 만에 인근 야산 8부 능선 바위 뒤편에서 탈진 상태의 대상자 발견. 응급 헬기 이송으로 생명을 구하고 가족에게 안전하게 인계.","[Phase 1] 단서 발굴 및 프로파일링 (3days)
실종/도주 발생 초기, 가능한 모든 수단을 동원하여 대상자의 흔적과 이동 방향을 과학적으로 찾아냅니다.
  - [Task] 최후 목격지 반경 CCTV 50개소 확보/분석
  - [Task] 주변인 심층 인터뷰를 통한 행선지 추론
  - [Task] 휴대폰 기지국 및 교통카드 데이터 분석 요청
  - [File] 예상 이동 경로 시뮬레이션
  - [File] 탐문 수사 기록

[Phase 1] 정밀 수색 및 추적 (10days)
분석된 경로 데이터를 바탕으로 현장에 전문 인력과 장비를 투입하여 물샐틈없는 수색/추적 작전을 펼칩니다.
  - [Task] 예상 은신처/발견 지점 현장 탐문 수색
  - [Task] 온/오프라인 전단지 배포 및 제보 접수
  - [Task] 열화상 드론 활용 광범위 지역 항공 수색
  - [File] 수색 구역 정밀 지도
  - [File] 목격자 진술서

[Phase 1] 소재 파악 및 신병 확보 (5days)
대상자의 정확한 위치를 특정한 후, 안전하게 신병을 확보하거나 의뢰인과의 접촉을 시도합니다.
  - [Task] 은신처 잠복 및 대상자 신원 최종 확인
  - [Task] 대상자 신병 안전 확보 및 우발 상황 통제
  - [Task] 법적 테두리 내에서의 동행 요구
  - [File] 현장 확인 사진
  - [File] 대상자 상태 리포트

[Phase 1] 종결 및 사후 관리 (1days)
대상자를 가족의 품으로 돌려보내거나 의뢰 목적을 달성하게 하고, 사건을 훈훈하게 마무리합니다.
  - [Task] 가족 상봉 주선 및 귀가 동행
  - [Task] 병원 이송, 채권 회수 등 후속 조치 지원
  - [Task] 사건 종결 행정 처리 및 만족도 조사
  - [File] 인계 확인서
  - [File] 최종 종결 보고서"
